,track_id,name,artist
1533,TRFYBQS128F146A5D9,The Hollow,A Perfect Circle
1534,TRRVULD128F4293F02,Lump,The Presidents of the United States of America
1535,TRTPOLU12903CE768A,She Bangs the Drums,The Stone Roses
1536,TRRGPFD12903CC83E2,Fader,The Temper Trap
1537,TRLKHUG128F9313374,Go to Sleep,Radiohead
1538,TROHAFX128F145A8F3,Hold On,Alabama Shakes
1539,TRCAFPW128F424E15A,Too Young,Phoenix
1540,TRSPEFX128F9333620,The Quiet Things That No One Ever Knows,Brand New
1541,TRKIHIG128E078896C,Never Let Me Down Again,Depeche Mode
1542,TRFXTPD128F42986F9,Jaded,Aerosmith
1543,TRYFVEE128F4281F5B,Aliens Exist,blink-182
1544,TRLLCAL128F428B903,Moonage Daydream,David Bowie
1545,TRAZQQV128F428BAB5,Mercedes Benz,Janis Joplin
1546,TRUDTFL128F428F9A6,Hero,Skillet
1547,TROITRR12903CB28A8,Gotta Get Away,The Offspring
1548,TRZPDFG128F92FDEF5,Airplanes,Local Natives
1549,TRABXSN128F92E7B93,Whip It,Devo
1550,TRLXFKL128F426BF75,Oliver James,Fleet Foxes
1551,TRFOFKP128F4294ED9,All My Love,Led Zeppelin
1552,TRIBZRI128F4269320,Mr. Brownstone,Guns N' Roses
1553,TRZAAAK12903CE2D4E,Don't Bring Me Down,Electric Light Orchestra
1554,TRUFSGF128F932477C,Break,Three Days Grace
1555,TRHVCSQ128F146FDEC,The World We Live In,The Killers
1556,TRRIETE12903CA8E68,Sweet Caroline,Neil Diamond
1557,TRYEQVI128E0784638,Never There,Cake
1558,TRCYOFM128F42674A0,Crystal Ball,Keane
1559,TRRGDPK128F92FA7C9,Joy Ride,The Killers
1560,TRSIKBL128F427F430,Happy?,Mudvayne
1561,TRUFABS128F931245E,Blood,Editors
1562,TRHHAEJ128F148B850,Listen to Your Heart,Roxette
1563,TRCQQDU128F92ED911,Modern Love,David Bowie
1564,TRDDSWW128F4284622,Common People,Pulp
1565,TRXONSF12903CD6200,Within You Without You,The Beatles
1566,TRXTFTE128F4259EBB,Whisper,Evanescence
1567,TRVIAME128F931E03B,Love Buzz,Nirvana
1568,TRDLICY12903CB23CC,Crocodile Rock,Elton John
1569,TRMQOOQ128E07813AB,Re-Hash,Gorillaz
1570,TRHTLCM128E0783A19,The Dope Show,Marilyn Manson
1571,TRKABMK128F426BF72,Meadowlarks,Fleet Foxes
1572,TRNRADH12903CE42A1,My Body,Young the Giant
1573,TRWRUCY128F424351B,I Stand Corrected,Vampire Weekend
1574,TRAIFWV128F423AE8D,Congratulations,MGMT
1575,TRGMWXV128F92DF8F0,Mmm Mmm Mmm Mmm,Crash Test Dummies
1576,TRBEUCT128E0794C1C,Kool Thing,Sonic Youth
1577,TRRRDNX128F423645A,Slither,Velvet Revolver
1578,TRFTXXL128F9323F88,Run Run Run,The Velvet Underground
1579,TRCPVKZ128E07840F5,Now I'm Here,Queen
1580,TRGQCQH128F4249351,Disposable Heroes,Metallica
1581,TRXLNXC128F9323261,It's Not My Time,3 Doors Down
1582,TRDQOEX128F42897FC,Spit It Out,Slipknot
1583,TRFVYBW128F14AD1FF,Fireside,Arctic Monkeys
1584,TROVPAR128F427E169,Porch,Pearl Jam
1585,TRANWZE128E078EE09,School,Nirvana
1586,TRIMJVM128F42801F3,My Last Breath,Evanescence
1587,TRCQMIH12903CBE0DA,Miracle,Paramore
1588,TRZDNGL128F42926A6,Walk Idiot Walk,The Hives
1589,TRGIZSU128F9335E7C,To the End,My Chemical Romance
1590,TRKZRUA128E0793EB0,El Scorcho,Weezer
1591,TRHIJGT128F4248E35,Hella Good,No Doubt
1592,TRQOOUE128E078253D,Ripcord,Radiohead
1593,TRFPPDU128F426AE04,The Story,30 Seconds to Mars
1594,TRUUEBK128F428F425,Cold as Ice,Foreigner
1595,TRJOFPA128F4263F6D,Honky Tonk Women,The Rolling Stones
1596,TRAXBXZ128F4270009,Sabbath Bloody Sabbath,Black Sabbath
1597,TRWKOEO128F147CC66,The God That Failed,Metallica
1598,TROYDEP128F93265F3,Why Can't I Be You?,The Cure
1599,TREUXIY12903CA7202,Still Ill,The Smiths
1600,TRKXZCV128F4271F78,Ask Me Anything,The Strokes
1601,TRRAKXT128F93024EC,Vegetable,Radiohead
1602,TRFPTJZ128F9338955,The Lemon Song,Led Zeppelin
1603,TRUESJO128F92E0036,Ohne dich,Rammstein
1604,TRQVVMM128F9330632,Eruption,Van Halen
1605,TRPANRS128EF34DCFE,That Joke Isn't Funny Anymore,The Smiths
1606,TRFNJSO128F42640B5,Try,The xx
1607,TRXDJJQ128F4295E1C,Blue,A Perfect Circle
1608,TRYGZWD128EF3528E7,Ride,Twenty One Pilots
1609,TROICEY128F9304A4E,Echoes,Pink Floyd
1610,TRXFDTO128F424ED64,Burn the Witch,Queens of the Stone Age
1611,TRMXJAB12903CBF012,Punk,Gorillaz
1612,TRJDBHD128F930A9CA,In Between,Linkin Park
1613,TRDOWNJ128F4294CE7,Your Time Is Gonna Come,Led Zeppelin
1614,TRNSVTW128F9302C80,Fine Again,Seether
1615,TRHGCAF128F42346C4,Fire It Up,Modest Mouse
1616,TRGSACJ128F428D1FA,The Underdog,Spoon
1617,TRXSNJQ128F42321D4,Perfect,The Smashing Pumpkins
1618,TRSGAYQ128F423D670,Minority,Green Day
1619,TRCJAHJ128E07815B6,Stacy's Mom,Fountains of Wayne
1620,TRKTQRV128F427B8CB,Salute Your Solution,The Raconteurs
1621,TRDMYCT128F4281B27,"John Wayne Gacy, Jr.",Sufjan Stevens
1622,TRLPPMR128F92FC6FA,The Ballad of John and Yoko,The Beatles
1623,TRFPLCJ128F92E681C,Sorrow,The National
1624,TRXRUTR128F4296932,Uno,Muse
1625,TRFTJYY128F427E199,Suite-Pee,System of a Down
1626,TRCTEZK128F9309B15,Ghost,Neutral Milk Hotel
1627,TRXOGFV128F93090C7,Sloop John B,The Beach Boys
1628,TRPOKJT128F4291350,Fillip,Muse
1629,TRYYUDA128F1475C73,Round Here,Counting Crows
1630,TRLMFKL128F92E89B7,Cry Baby,Janis Joplin
1631,TROMMQL128F934458E,Speak to Me,Pink Floyd
1632,TRRGCAS128F4284F43,Is This Love,Whitesnake
1633,TROWQGL128E0784BAA,Taylor,Jack Johnson
1634,TRXPMEX128F932F368,Belief,John Mayer
1635,TRLJSMT128E0780D7D,You Don't Care About Us,Placebo
1636,TRFDWJI128F931F173,Dangerous Animals,Arctic Monkeys
1637,TRALLRU12903CEED47,What the Hell,Avril Lavigne
1638,TRCPVHP128F932DA69,Falling Down,Muse
1639,TRUJSDM128F932CA4A,Step,Vampire Weekend
1640,TRMCJQB128E0781032,Spitting Games,Snow Patrol
1641,TRVEHNH128F148B20C,Won't Get Fooled Again,The Who
1642,TRDQKZC128F93063C6,Bodyrock,Moby
1643,TRGNEIO128F14563CB,All Summer Long,Kid Rock
1644,TRBVRHA128F92E37DA,Lilac Wine,Jeff Buckley
1645,TRPDUVQ128F4280342,Satin in a Coffin,Modest Mouse
1646,TRFQUBL128F92E3DA9,Better Than Me,Hinder
1647,TRFWICW128F9326DC3,Next Exit,Interpol
1648,TRVAEAT128F93010B7,Blow Out,Radiohead
1649,TRJUIVK128F428AE32,Centuries,Fall Out Boy
1650,TRUVWBL128F92E4C33,Kickstart My Heart,Mötley Crüe
1651,TRCGMCM128F932D5A2,Rusty Cage,Soundgarden
1652,TRASFQG128F92F88D7,Peace Of Mind,Boston
1653,TROHLZT128F424C1A3,Friends,Led Zeppelin
1654,TRJBDBD12903CA83A3,Passenger,Deftones
1655,TRXKFNZ128F426FE71,Judy Is a Punk,Ramones
1656,TRMZKKP128F425BA62,It's No Good,Depeche Mode
1657,TRUTBIH128E0793C68,Sheep,Pink Floyd
1658,TRXCZQV12903CB15B5,Reunion,The xx
1659,TRXRUJH12903CE69FA,Because the Night,Patti Smith
1660,TRCVCPA128E0788786,Cave,Muse
1661,TRRPJDO128F428AD0F,Bed Of Roses,Bon Jovi
1662,TRISION128E0795C15,Bubbles,System of a Down
1663,TROILMS128F4271E74,Shuffle,Bombay Bicycle Club
1664,TRVEXGI128F92E56E7,You Learn,Alanis Morissette
1665,TRLPAFT128E0781AF8,End of a Century,Blur
1666,TRULVPM128F429B2D6,My Michelle,Guns N' Roses
1667,TRDIHNO12903CF147F,Phenomena,Yeah Yeah Yeahs
1668,TRKIXZS128F933D2F8,Ain't Talkin' 'Bout Love,Van Halen
1669,TRBJOGT128F42396CC,A Sunday Smile,Beirut
1670,TRVHRDM128F930F621,Only in Dreams,Weezer
1671,TRXERLA12903CE9F3E,Mama,My Chemical Romance
1672,TRYZDVO128F427E1DD,Wake,Linkin Park
1673,TRFIIHF128F4281C81,Electricityscape,The Strokes
1674,TRXEKLJ128F1462531,The Wire,HAIM
1675,TRHSGXW12903CE895F,Drunken Lullabies,Flogging Molly
1676,TRZNRWG128F1466EC8,Smooth,Santana
1677,TRAAIUW128F4290B94,These Days,Foo Fighters
1678,TRSCWIA128E0785B05,Older Chests,Damien Rice
1679,TRCPCHH12903CE7C90,The One I Love,R.E.M.
1680,TRLZYTY128F931E018,Blew,Nirvana
1681,TRFPOQU128F14658A7,Substitute,The Who
1682,TRIZNDP12903CE5589,I Shot The Sheriff,Eric Clapton
1683,TRLLMSF128F145879B,Boom!,System of a Down
1684,TRRZUGN128F42A1EEE,There There,Radiohead
1685,TRFSMJX128F9301FDA,Suggestions,System of a Down
1686,TRBWRVX128F92E23F6,Lightning Crashes,Live
1687,TRCHFCU128F93220CD,The Fight Song,Marilyn Manson
1688,TROJCQH12903CDAB88,Do It Again,Queens of the Stone Age
1689,TRSKQZQ12903CAF5A3,Unholy Confessions,Avenged Sevenfold
1690,TRJUNKJ128F429B081,Holding Out for a Hero,Bonnie Tyler
1691,TRAFJJE128F4243461,Desperado,Eagles
1692,TRLPBJC128E0791E6F,Evil Angel,Breaking Benjamin
1693,TRCXFFE128F424417C,Hot Dog,Limp Bizkit
1694,TRRKAQE128EF35D30B,Send Me An Angel,Scorpions
1695,TRYNRJV128F4243874,Push It,Static-X
1696,TRRYHJZ128F931451F,Conquest,The White Stripes
1697,TRCRIOH12903CF4508,Rosanna,Toto
1698,TRACKLL128F92EB524,Keep Your Head Up,Ben Howard
1699,TRUKMPC128F93548BB,Secret Door,Arctic Monkeys
1700,TREJLIQ128F4259933,Clampdown,The Clash
1701,TRIOUGL128F9310CA8,Lurgee,Radiohead
1702,TRKJZUE12903CAC50E,"Oh, Pretty Woman",Roy Orbison
1703,TRYGQXG128F931EB10,Only One,Yellowcard
1704,TRXCUKT12903CB8F54,Babylon,David Gray
1705,TRROAAF128F4299452,Taper Jean Girl,Kings of Leon
1706,TRUHSIP128F148F4C1,Twentieth Century Fox,The Doors
1707,TRXEKID12903CCF717,That's the Way,Led Zeppelin
1708,TROKJFM128F92F76E7,Heaven Beside You,Alice in Chains
1709,TRPNZPG128F149BCE8,A Comet Appears,The Shins
1710,TRCADQW128F4260C6D,Losing Grip,Avril Lavigne
1711,TRGVKEZ12903CDBBA1,Great Balls of Fire,Jerry Lee Lewis
1712,TRDIATY128F42A3DCB,Cutt Off,Kasabian
1713,TRSBCFI128F931A4A2,Living After Midnight,Judas Priest
1714,TRFDGBK128F9307280,Jimmy Jazz,The Clash
1715,TRRGINM128F9333CA4,Black Magic Woman,Santana
1716,TROTSCX12903CB48F4,Your Betrayal,Bullet for My Valentine
1717,TRLLSWZ128F428E942,Little by Little,Radiohead
1718,TRGOYGS128F4263CC9,Day of the Lords,Joy Division
1719,TRBEPNM128F9328CE6,Motivation,Sum 41
1720,TRHAXDQ128F931114B,What You Meant,Franz Ferdinand
1721,TRRJCJY12903D0523C,5/4,Gorillaz
1722,TRFSWBC128F92F8E05,Midnight,Red Hot Chili Peppers
1723,TRNUAEM128F92E4C3B,I Know It's Over,The Smiths
1724,TRXUBFT128E0793448,Lyla,Oasis
1725,TRJSRLJ128EF34EB82,The Patient,Tool
1726,TRUEQWM12903D0CCF9,Search and Destroy,The Stooges
1727,TRMSLND128F422FBC3,Roland,Interpol
1728,TROETZH128F146C778,Black Tongue,Yeah Yeah Yeahs
1729,TRHYWGC128F426A369,Vietnow,Rage Against the Machine
1730,TRSZRUR128F148417C,Teen Age Riot,Sonic Youth
1731,TRFQWMI128F42793D9,Waterloo Sunset,The Kinks
1732,TRRONNS12903CBAAB7,Ramblin' Man,The Allman Brothers Band
1733,TRLSXAV128F42B84B3,Set It Off,Audioslave
1734,TRZHQIH12903CC5658,Talk Show Host,Radiohead
1735,TRCVUYS128F42698AB,Vicious,Lou Reed
1736,TRICOAV128EF352C6B,The Fool on the Hill,The Beatles
1737,TROHLXJ128F4256B40,Way Out,Yeah Yeah Yeahs
1738,TRZAXTC12903CDA467,Let's Go to Bed,The Cure
1739,TRJNYXY128F4260275,"Mama, I'm Coming Home",Ozzy Osbourne
1740,TRUDJOH12903CB5C06,The Ocean,Led Zeppelin
1741,TRKDMJX12903CF5CC8,"In the Cold, Cold Night",The White Stripes
1742,TRDAOOB128F932E752,Dollars & Cents,Radiohead
1743,TRRYCBO128F932A2C7,Love Shack,The B-52's
1744,TRORIAB128F4291D90,How Many More Times,Led Zeppelin
1745,TROMUPS128F932D186,So Lonely,The Police
1746,TRARHNW128F9350564,Everything Is Everything,Phoenix
1747,TRCBTPW12903CC0333,Boston,Augustana
1748,TRUHUNN128F92E58B5,Hard Sun,Eddie Vedder
1749,TRGEEXZ128F427D87C,Mr. Maker,The Kooks
1750,TRBJARV128F9311153,You Could Have It So Much Better,Franz Ferdinand
1751,TRDHWCW128F930DC51,Lodi,Creedence Clearwater Revival
1752,TRVUGOX128E0784629,Don't Cry (original),Guns N' Roses
1753,TRATHTH128F42BC347,Ragoo,Kings of Leon
1754,TRXCVGL12903CE69A7,The River,Bruce Springsteen
1755,TRRZDYD128F428BC8B,Runnin' With the Devil,Van Halen
1756,TROHYES128F423605C,Rise,Eddie Vedder
1757,TRBMFFW128F145BB62,La La Love You,Pixies
1758,TRCRYCF128F4264E9A,N.I.B.,Black Sabbath
1759,TRUIIPM128F147CBD2,The Call of Ktulu,Metallica
1760,TRSXJKR128F148C80C,What Ever Happened,The Strokes
1761,TRLKSOG128F9319F39,Is There Anybody Out There?,Pink Floyd
1762,TRYMIOG128F4255AB1,Over You,Daughtry
1763,TRGERYB128F9328AA7,Evil Woman,Electric Light Orchestra
1764,TRILMKG128F9318C60,I Got Mine,The Black Keys
1765,TRAKCYN12903CBB8A3,I Can Change,LCD Soundsystem
1766,TRRGFAP128F933A7EC,Playing God,Paramore
1767,TRVJHAQ12903D080A8,Midlife Crisis,Faith No More
1768,TRRFJGS12903CD9E19,Let It Rock,Kevin Rudolf
1769,TRGFGTX128F422B0AF,She Drives Me Crazy,Fine Young Cannibals
1770,TRJECOL128F932FE18,New Fang,Them Crooked Vultures
1771,TRIXLSF128F146A5DA,Magdalena,A Perfect Circle
1772,TRVGZLS12903D0552E,Aeroplane,Red Hot Chili Peppers
1773,TRUMEFQ128F92CA67B,Believer,Imagine Dragons
1774,TRFZFRP128F4264623,Gallows Pole,Led Zeppelin
1775,TRVYVKJ128F931BA9E,Heathens,Twenty One Pilots
1776,TRWVAPE128F42BA1B3,Hero of the Day,Metallica
1777,TRDZAJJ128F9311EFB,Hooked on a Feeling,Blue Swede
1778,TREVDJS128F14A94E5,Some Girls Are Bigger Than Others,The Smiths
1779,TRFPXPA12903CA7190,A.D.I.D.A.S.,Korn
1780,TRCXOAI12903CAA772,Kids in America,Kim Wilde
1781,TRDMQYF128F9314269,Moskau,Rammstein
1782,TRGSQIN128F92C315A,Red Morning Light,Kings of Leon
1783,TRSAZNE128F9329095,Love Street,The Doors
1784,TRCNNYS128F4248A5A,Black Mountain Side,Led Zeppelin
1785,TRORBHC128F42AD0F4,No Way Back,Foo Fighters
1786,TRMBYQF128F429ACCF,Stranger Things Have Happened,Foo Fighters
1787,TRXJRYG128F1458870,Never Gonna Give You Up,The Black Keys
1788,TRCPQJY128F930E0E2,Faith,Limp Bizkit
1789,TRUDYJV128F932B6E0,Missing,The xx
1790,TRRQYUZ128E078199C,There Goes The Fear,Doves
1791,TRFWOUQ12903CEE3FE,Atomic,Blondie
1792,TRLJVBP128F92EF1D4,White Wedding,Billy Idol
1793,TROIERE128F92FBD53,Amazing,Aerosmith
1794,TRISKLC128F92F780F,Why Georgia,John Mayer
1795,TRLRIHQ12903CBA6B4,Mutt,blink-182
1796,TRXCIEE12903CB44C9,Panama,Van Halen
1797,TRCQJAX128F92C5A87,DLZ,TV on the Radio
1798,TRIZAWA128F931682C,Highway Song,System of a Down
1799,TRXKAIR128F4249089,Double Bass,Gorillaz
1800,TRRXWWR128F427581F,Know Your Onion!,The Shins
1801,TRRSVQD128F4229994,Fade Together,Franz Ferdinand
1802,TRUFKSO12903CF2552,In The Shadows,The Rasmus
1803,TRRSOAF128F1471500,All We Know,Paramore
1804,TRIOADZ128F426B408,Out Of Control,Hoobastank
1805,TRNTDIL128F427FE51,Devour,Shinedown
1806,TRAEZFA128F931798A,Love Me Tender,Elvis Presley
1807,TRPBCPV128F9302770,Rosenrot,Rammstein
1808,TRZQUMZ128F9307493,Family Portrait,P!nk
1809,TREGSON128F933ADCD,Sometimes You Can't Make It On Your Own,U2
1810,TRUKNPR12903D05585,Come Alive,Foo Fighters
1811,TRZRENZ128F930F80D,One Chance,Modest Mouse
1812,TRDLFGU128F42BC33B,McFearless,Kings of Leon
1813,TROHHFF12903CC6E0D,Skeletons,Yeah Yeah Yeahs
1814,TRLTTSE128F426C17E,Hit The Floor,Bullet for My Valentine
1815,TRKJTFB128F14A8958,Black Wave/Bad Vibrations,Arcade Fire
1816,TRADMEW12903CE5ADD,I Can't,Radiohead
1817,TRUHGSS128E0791C60,Liberate,Disturbed
1818,TRRJJTX128E07989F1,Don't Leave Me,blink-182
1819,TRXCKPZ128F92FD589,Garden,Pearl Jam
1820,TRJCFYH128F9326957,For The Girl,The Fratellis
1821,TRRTMHL128F427E15F,I'm Sticking With You,The Velvet Underground
1822,TRLORRW128F4249358,Leper Messiah,Metallica
1823,TRWIKPM128F931F1D2,If It Means a Lot to You,A Day to Remember
1824,TRSEWVG128F429C901,Broken Face,Pixies
1825,TRILZVB128F92F3AB3,Colours,Grouplove
1826,TRIMAQA128F421A0D3,Fame,David Bowie
1827,TRILXVG128F9311133,Disenchanted,My Chemical Romance
1828,TRLQLJF128F9364C37,Danger Zone,Kenny Loggins
1829,TRJSNBK128EF343A72,Two Receivers,Klaxons
1830,TRXWPCZ128F426AB1D,Know,System of a Down
1831,TREOZJA128F935236D,Shelter from the Storm,Bob Dylan
1832,TRDEUGL128F42760F2,Plainsong,The Cure
1833,TRESSEX12903CCDE9D,Compliments,Bloc Party
1834,TRXOGKS128F14681EE,Charmless Man,Blur
1835,TRKISNB128E0796169,Until the Day I Die,Story of the Year
1836,TRLJRYC128F92E62B7,Mojo Pin,Jeff Buckley
1837,TRFOVES128F930AC3B,Bitch,Meredith Brooks
1838,TRCPRQS128F147A5E1,Your Guardian Angel,The Red Jumpsuit Apparatus
1839,TROWIDE128F92F90B6,Burnout,Green Day
1840,TRPMGOZ128F425E8D0,R-Evolve,30 Seconds to Mars
1841,TRZVDCV12903CBB501,Ego Brain,System of a Down
1842,TRIMJOY12903CD4C77,The Sun,Maroon 5
1843,TRLFMCF128F42BC344,True Love Way,Kings of Leon
1844,TRLWKDS128F9330EE1,Raise Your Glass,P!nk
1845,TRRRAVB128F9308F3B,All Shook Up,Elvis Presley
1846,TRLZQUS128F92E58B3,Long Nights,Eddie Vedder
1847,TRJAHPB128F42BCA86,Keep Holding On,Avril Lavigne
1848,TROILVY128F9338DD0,Surrender,Billy Talent
1849,TRJZSFE128F429A8C4,Give Up the Ghost,Radiohead
1850,TRILCNI128F9338426,Wasted Years,Iron Maiden
1851,TRULNNO12903CE2169,Asleep,The Smiths
1852,TRRTJDW128F146E8A0,Bang Bang You're Dead,Dirty Pretty Things
1853,TRJXMAC128F934B741,Ain't It Fun,Paramore
1854,TRKJHZR128F9339A39,True Love Waits,Radiohead
1855,TRILXAS128F4243AB2,Bring It on Home,Led Zeppelin
1856,TRTZBQF12903CE5D8C,On Mercury,Red Hot Chili Peppers
1857,TRACKKG128F93034C1,The Look,Roxette
1858,TRFTTMD128F93112C3,In the Flowers,Animal Collective
1859,TRPAHRZ128F427EC71,Dance Hall,Modest Mouse
1860,TRRAPHT128F9309926,One by One All Day,The Shins
1861,TRDLXAE128F930AC7B,Send Me On My Way,Rusted Root
1862,TRBWOJX128F92FD034,Stop This Train,John Mayer
1863,TROIUCD12903CD946D,Warning,Incubus
1864,TRDQNPG128F92F825E,3rd Planet,Modest Mouse
1865,TRUJORR12903CC23EA,Wrecking Ball,Interpol
1866,TRCPJPO128F4266B9C,Secret,Maroon 5
1867,TRAKETD128F424986B,Name,Goo Goo Dolls
1868,TROJWMQ128F930C3A8,Under the Gun,The Killers
1869,TRLIDNT128F930327C,Dull Life,Yeah Yeah Yeahs
1870,TRFPASU128F931FB0D,1999,Prince
1871,TRZFXSA128F93073BE,The Unforgiven III,Metallica
1872,TRUFYIM128F4277DFF,Awake,Godsmack
1873,TRLMDUS128F9308994,Outside the Wall,Pink Floyd
1874,TRDYMST12903CCD314,The Go Getter,The Black Keys
1875,TRFUCYR128F92DC67F,California Waiting,Kings of Leon
1876,TRXWAZC128F9314B3E,Heartbreak Warfare,John Mayer
1877,TRUMWXT128F9312ECE,Desert Rose,Sting
1878,TRHINTD128F4223188,This Suffering,Billy Talent
1879,TRUYSFR128F930BA5C,Heat of the Moment,Asia
1880,TRMVMRX128F428F633,Everything Is Average Nowadays,Kaiser Chiefs
1881,TRIVWYS128F4296D55,Feral,Radiohead
1882,TRNWXNV128F427EC79,Black Cadillacs,Modest Mouse
1883,TRPTTRV128F429EB30,Public Pervert,Interpol
1884,TRYACAK128F427FBDD,Streamline,System of a Down
1885,TRIUTMF128F934D532,Tiptoe,Imagine Dragons
1886,TROXPSZ12903CD2ECD,The Unknown Soldier,The Doors
1887,TRXCIXL12903CA8CCD,Fools Gold,The Stone Roses
1888,TRINJDV128F9307BDA,Right Now,Korn
1889,TRDXEAC128F931664D,I Bleed,Pixies
1890,TRAAYVI128F4286706,The Trial,Pink Floyd
1891,TRJFQQP128F146A5BF,Orestes,A Perfect Circle
1892,TRMVLJI128F429946C,Four Kicks,Kings of Leon
1893,TROMSXK128F9318EAB,Tears and Rain,James Blunt
1894,TRYQBGS128F92F23B1,Neon Tiger,The Killers
1895,TRWOSFN128F428DA2A,Honey Honey,Feist
1896,TRYUSUF128F424EBCA,Just What I Needed,The Cars
1897,TROFTNI128F146C777,Tick,Yeah Yeah Yeahs
1898,TRDEXFA128F93293FB,Heart and Soul,Joy Division
1899,TRUWERC128EF343E3E,Pretty Vacant,Sex Pistols
1900,TRINKQU12903CAF3E5,Let Me Go,3 Doors Down
1901,TRUPINX128F92EB27E,One Day Like This,Elbow
1902,TRLJOZI128F42B5600,If,Red Hot Chili Peppers
1903,TRLMCMZ128F149CD98,Hungry Heart,Bruce Springsteen
1904,TRPCMIB128F9338981,Dance Little Liar,Arctic Monkeys
1905,TRFOCBD12903CF4A00,Blue Suede Shoes,Elvis Presley
1906,TROKFZE12903CB636B,California English,Vampire Weekend
1907,TRBZDCP128E0792586,The Nobodies,Marilyn Manson
1908,TRXOJFG128F4218986,Broken Strings,James Morrison
1909,TRORAZA128F427DFA1,Under the Knife,Rise Against
1910,TRUKTGE128E0788E11,Mellon Collie and the Infinite Sadness,The Smashing Pumpkins
1911,TRXMTPQ128F4281C82,Killing Lies,The Strokes
1912,TRAISQE12903CC45D2,Run to You,Bryan Adams
1913,TRDLARA128F9312AAD,Negative Creep,Nirvana
1914,TRUHSBH128F9312762,Be the One,The Ting Tings
1915,TRGZJOE12903CE5D37,For the First Time,The Script
1916,TRYIMZG12903CAEFFF,Taxi Cab,Vampire Weekend
1917,TRUEKAI12903CD0D53,Riot,Three Days Grace
1918,TRWNSYC128F145FC19,Click Click Boom,Saliva
1919,TRYJFWI128F42AAD6F,Aqueous Transmission,Incubus
1920,TROEGQQ12903CCD316,Unknown Brother,The Black Keys
1921,TRCQLQD12903CCDF08,Mantra,Tool
1922,TRCSBVF128F93513C1,Sheena Is a Punk Rocker,Ramones
1923,TRUDQDT128F42811F1,In One Ear,Cage the Elephant
1924,TRAPRYG128F428AE4F,Marooned,Pink Floyd
1925,TRBBHLZ128F9339729,Heal the World,Michael Jackson
1926,TRFWLSG128F92D1113,Careful,Paramore
1927,TRNMYBO128F932ADA8,You Never Can Tell,Chuck Berry
1928,TRTTGCZ128F1486DEE,Scenic World,Beirut
1929,TRLOAZC128F92E7C6C,Tangled,Maroon 5
1930,TRXFOLO12903CB0D1A,Gimme All Your Lovin',ZZ Top
1931,TRLQCZT12903CFA4CF,Don't Let Me Be Misunderstood,The Animals
1932,TRALVXD128F1495205,Sweetest Thing,U2
1933,TRHJSSO128F426383F,Starshine,Gorillaz
1934,TRGEZHL128F9341C70,Tear,Red Hot Chili Peppers
1935,TRELFYP128F4279C78,Chic 'N' Stu,System of a Down
1936,TRRLVXW128F42721B6,Can't Fight This Feeling,REO Speedwagon
1937,TRDBTIY128F92FED4B,Glory Days,Bruce Springsteen
1938,TRCSZIJ12903CA350E,Dumpweed,blink-182
1939,TRKSXNO128E07937C2,Outshined,Soundgarden
1940,TRPURXR128F936106C,Girl From the North Country,Bob Dylan
1941,TRVBCDW128F92DE1EB,Magick,Klaxons
1942,TRRPAFU12903CEA389,"Please, Please, Please, Let Me Get What I Want",The Smiths
1943,TRXVEFA128F426A988,Fragile,Sting
1944,TRRFNZI128F4283224,Sun,Two Door Cinema Club
1945,TRABJSS12903CA735D,Introduction,Panic! at the Disco
1946,TRFNYPJ128F427208B,Waterfall,The Stone Roses
1947,TRZJZEG12903CA7268,Bridge Burning,Foo Fighters
1948,TRRQMFU12903CAF1F1,Strange Times,The Black Keys
1949,TRWESZC12903D05424,Hateful,The Clash
1950,TRCZQEU128F4295D23,Next Year,Foo Fighters
1951,TRCOHDC128F9318B4B,Brighter,Paramore
1952,TRDDCAY128F1458E70,Golden Years,David Bowie
1953,TRYDKRC128F421AD5C,Had Enough,Breaking Benjamin
1954,TRGJBPZ128F92F256D,Cum on Feel the Noize,Quiet Riot
1955,TRYMOID128F4259A8F,Side,Travis
1956,TRCUCEA128F425A8B9,Lights,Editors
1957,TROLYAE128F934C593,Famous Blue Raincoat,Leonard Cohen
1958,TRXBHSU128F42BC33E,Black Thumbnail,Kings of Leon
1959,TRDDBYE128F9330DAB,Doin' Time,Sublime
1960,TRIMNLW128F932C048,Believe,The Bravery
1961,TRMHVMD12903D080C9,Drag,Placebo
1962,TRFXWSD128F93173BF,Gold Guns Girls,Metric
1963,TRXRYXB128F14AF99F,Cornflake Girl,Tori Amos
1964,TRXWPRP128F428DCB7,Angel,Jimi Hendrix
1965,TRORIEE128F149E9E8,So Real,Jeff Buckley
1966,TREJLYT12903CE12F6,Long Train Runnin',The Doobie Brothers
1967,TRILFLE128F930F742,War,Edwin Starr
1968,TRQHIIR128F145A190,Time Awaits,The Kooks
1969,TRXGAXB128F4272C8F,Thunder,Imagine Dragons
1970,TRPDTGI128F425E1E4,Gamma Ray,Beck
1971,TRXKJGX128F14AFBEF,Bullets,Editors
1972,TRULVAB12903CC32F8,In the Ghetto,Elvis Presley
1973,TRFPBFB128F92E7D90,Man,Yeah Yeah Yeahs
1974,TRJAVXW128F9338EB8,Cherry Bomb,The Runaways
1975,TROTRHE128F932DD4E,Dogs,Pink Floyd
1976,TRRNNKX12903CE6BE9,An Honest Mistake,The Bravery
1977,TRINAHZ128F92F3D81,Son et Lumiere,The Mars Volta
