,track_id,name,genre
33655,TRQINCZ128F931401E,D-I-V-O-R-C-E,Country
33656,TRIZQTF128F42AE142,Voice Inside My Head,Country
33659,TRJCHIE128F42BBAF3,Girls Like Me,Country
33664,TRBCQSJ128F931B4A2,Choctaw Hayride,Country
33665,TRUFKLI12903CFBD1F,When I Think About Cheatin',Country
33672,TRSRWNR128F149EF0B,Crazy About You,Country
33677,TRFFTKR12903CE3144,Hicktown,Country
33679,TRLZLFK128F4269F92,Still Be Around,Country
33680,TRBUFOG128F426C467,If You Knew,Country
33681,TRPCZWR128F92F4129,History In The Making,Country
33682,TRTUVSR12903CC791D,Let Alone You,Country
33684,TRCWOXY128F14A438B,I Won't Leave You Lonely,Country
33685,TRXMUSQ128F1459D16,High On A Mountain Top,Country
33687,TRJXGFN128F4261D3C,Godspeed (Sweet Dreams),Country
33688,TRALLKT12903CF4912,If I Could Only Win Your Love,Country
33689,TRLWJII12903CE309A,Do You Wish It Was Me,Country
33690,TRNCNMF128F4238221,I Just Wanna Be Mad,Country
33700,TROLQFA128F92F7AAA,Bad Time,Country
33701,TRPANOW128F42781E4,Loving Her Was Easier (Than Anything I'll Ever Do Again),Country
33705,TRHFGXQ128F9306A7A,The Night Hank Williams Came To Town,Country
33706,TRPDXOE128F92E7476,Jealous Of The Moon,Country
33709,TRNBAVB128F92F5F45,Cold Day In July,Country
33716,TRFHSFE128F9359998,If the Good Lord's Willing,Country
33717,TRXNFGZ128F9334F8B,I Gotta Get Drunk,Country
33722,TRPTCCO128E0786B36,Wayside / Back In Time,Country
33723,TROALIF12903CC78CC,This Far From Memphis,Country
33731,TROAGIZ128F4266810,"One Boy, One Girl",Country
33741,TRMEORW128F92F5F4B,Some Days You Gotta Dance,Country
33755,TRANZHY128F4292209,Here In The Real World,Country
33758,TRSPMWR128F428D700,Blue Canadian Rockies,Country
33759,TRKIVIK128F42AF1E9,Last Day Of My Life,Country
33761,TRXJVEC128F429071C,One Day You Will,Country
33767,TRPGTLT128F42AF1F8,That's When I Love You,Country
33770,TRERMNM128F146586A,Not Pretty Enough,Country
33771,TRBJSNJ128F426C20F,North to Alaska,Country
33777,TRBFTBY128F426663E,She Couldn't Change Me,Country
33779,TRABSQC128F428AD3D,You've Got To Stand For Something,Country
33780,TRBFTWW12903CC792F,Leavin' A Lonely Town,Country
33784,TRVZOZO128F92F73FB,In State,Country
33785,TRHDUGA128F931B4A7,Bright Sunny South,Country
33786,TRQOVSC128F1459C3A,Keep on the Sunny Side,Country
33794,TRIVJRS128F92EADEA,Pop A Top,Country
33796,TRSKFAW128F931B4A0,The Boy Who Wouldn't Hoe Corn,Country
33798,TRIRBKA128F9307358,Guinevere,Country
33800,TRAOLEA128F4271C68,She's All I Got,Country
33801,TRYJGGD128F1477118,Why Can't He Be You,Country
33802,TRTNKIL128F92E361A,The Greatest Man I Never Knew,Country
33807,TRJIFTM128F92F5F43,If I Fall You're Going Down With Me,Country
33811,TRPKDVQ128F92CDAF4,When it Rains,Country
33815,TRHTCAP128F4238224,I Wanna Do It All,Country
33817,TRNPVAW128F4261D1C,"Tortured, Tangled Hearts",Country
33818,TRILJDW12903CFEFCA,Dreaming My Dreams With You,Country
33819,TRUHHKR128F4255C63,I'll Never Get Out Of This World Alive,Country
33831,TRMWJGD128F1455E91,Queen Of My Double Wide Trailer,Country
33832,TRBLEZJ128F4261D37,A Home,Country
33836,TRIEHEI128F4295858,Me And Charlie Talking,Country
33838,TRUFRDX128F1495760,That Ain't My Truck,Country
33840,TRGRSVK128F145D232,"Next to You, Next to Me",Country
33844,TRQLYMX128F4280037,Lil' Jack Slade,Country
33846,TRNKGRP128F932C9E6,"Willie, Waylon And Me",Country
33855,TRJJYOO128F428D132,You're Gonna Miss Me When I'm Gone,Country
33858,TRNUKPK128F42AC766,She Don't Tell Me To,Country
33859,TRAAUBG128F421C7F9,Caleb Meyer,Country
33861,TRJGSNR128F92FCDCE,My Old Friend The Blues,Country
33864,TRAGRSO128F4293E95,Then I Did,Country
33869,TRDCJJM12903CB12F6,A Good Year For The Roses,Country
33870,TRILZOT128F423820C,Better Things To Do,Country
33872,TRAHGVH128F428D112,Maybe It Was Memphis,Country
33873,TRNOATH128F92F3FB4,I'm With The Band,Country
33878,TRFQBYI128F92EC3EF,Simple Love,Country
33879,TRGSGOW128EF3456D4,Coal Black Horses,Country
33882,TRLQSZC128F42BBAED,Gotta Keep Moving,Country
33884,TRLRTND128F428A022,Distant Drums,Country
33886,TRPGJCP128F426062D,I'm No Stranger To The Rain,Country
33893,TRTFKFF128F428AC7C,Brother Jukebox,Country
33899,TRQXXEY128E0784D41,I Drink,Country
34334,TRARPWX128F92CD69C,The Chance,Country
34345,TRAOPEI128F428DCC9,How Many Miles,Country
34408,TRYHZSK12903CA6FA9,The Wind Beneath My Wings,Country
34740,TRAFYSR128F422A7BE,Polaroid,Country
34794,TRWEWEY128F4265734,What I Meant to Say,Country
35001,TREPZWD128F935300D,Dead In The Water,Country
35139,TRRRTMH128F92F5B7E,Kissing You Goodbye,Country
35329,TRYDKLS128F92F740E,Good Things,Country
35335,TRGGKVH128F1478536,Hair Of The Dog,Country
35990,TRABVVK12903CF09C8,True Love Ways,Country
36170,TRRMRBY128F932D821,Crazy Arms,Country
36279,TRNJJSM128F1476902,It's All Your Fault,Country
36306,TRCQXLD128F4297D71,Amarillo,Country
37100,TRXSZAB128F42AF277,So Am I,Country
37101,TRFJIMM128F9345B87,Sleep Baby Sleep,Country
37160,TROHYKR128F92E9D66,Anymore,Country
37912,TRTXINF128F4263488,Livin' On Borrowed Time,Country
38257,TRXUWTA128F932C8FE,The Bottomless Hole,Country
38343,TRMQVVI128F4272712,Pure Clob Road,Country
39289,TRVAZOU128F9313B55,What's the Use,Country
40095,TRKVCNA128F425A143,Down In The Willow Garden,Country
40933,TRGBZJC128F427720A,"Always Have, Always Will",Country
41214,TRILECW128F426203D,Wrapped,Country
41333,TROSYFI128F42641E2,Every Second,Country
42049,TRHTURO128F92C2751,If You Want A Mother,Country
42346,TRZCISK128F92E67F8,What A Friend We Have In Jesus,Country
42574,TRVQPCQ128F426497D,Desperately,Country
42694,TRAMSKF128F42377E3,New Horizons,Country
43081,TROPYKC128F934945D,Drivin' Nails In My Coffin,Country
43292,TRHOPOM128F92ECFFC,Rainbow At Midnight,Country
43337,TRZUOSB128F92FEA2D,His Eyes,Country
43896,TRZWBDR128F1459D82,Next Big Thing,Country
43905,TRULHJP128F426C40F,Hello Heartache,Country
44213,TRWXPEQ128F9329C46,Put the Gun Down,Country
44299,TRQWKRF12903CEAB9E,Back Back Train,Country
44326,TRYVJYK128F92F6E5A,Milk Cow Blues,Country
44355,TRZFBJA128F92DC5E0,Easy Does It,Country
44385,TRNEIYO128F92E743E,Take It So Hard,Country
44408,TRAGXUZ128F9311745,You Tell Me,Country
44413,TRRGXHG128F4266392,Oh Atlanta,Country
44522,TRANFCK12903CEA9B9,Home Is Where You're Happy,Country
44540,TRCQROA12903CDCD23,Best Of Both Worlds,Country
44879,TRXLJIJ128F149C309,The Road Goes On Forever,Country
45437,TRYSPNO128F9314D00,Dandelion Wine,Country
45733,TRRPBMJ128F426AFD9,After the Sunrise,Country
46750,TRZKPQT128F92F008D,Snake Eyes,Country
46897,TRGVRQJ128F92F7A8F,A Break In The Clouds,Country
46909,TRCRDNE128F42A06E2,Tell Me About It,Country
46938,TRQMEYH128F145B5A4,Bop,Country
49532,TRCYSEP12903CA817F,Detroit City,Country
49817,TRSCOUS128F933A3FD,Kelpie,Country
50137,TRAHYPB12903CC911B,Don't Let the Stars Get in Your Eyes,Country
50234,TRMEPEN128F425CDFD,Easy As The Rain,Country
50246,TRFPWCQ128F931FF48,Don't Fence Me In,Country
